Customer_ID,Customer_Name,Nationality,Room_Type,Units_Rooms,Days_Booked,Weekend_Days,Arrival_Month,Arrival_Month_Name,Price_Per_Room,Total_Payment,Cancellation,Year
359,Philippe Martinez,Germany,couple,1,7,3,10,October,2000,14000,0,2023
360,Giuseppe Romano,Spain,single,1,2,2,1,January,2000,4000,0,2023
361,Astrid Garcia,Germany,couple,2,6,4,3,March,2000,24000,0,2023
362,Nathalie Gonzalez,Netherlands,single,1,1,0,9,September,2000,2000,0,2023
363,Sylvie Meyer,Spain,couple,2,5,1,3,March,2000,20000,0,2023
364,Maria Petrov,Russia,single,1,6,4,11,November,2000,12000,0,2023
365,Emma van den Berg,Italy,single,1,1,1,7,July,2000,2000,0,2023
366,Boris Petrov,Russia,couple,2,8,0,9,September,2000,32000,0,2023
367,Marie Nilsson,Norway,couple,1,6,0,5,May,2000,12000,0,2023
368,Thomas Nilsson,France,family,2,10,0,6,June,2000,40000,0,2023
369,Klaus Schmidt,Italy,couple,1,7,0,7,July,2000,14000,0,2023
370,Sergei Sokolov,Russia,couple,1,8,3,5,May,2000,16000,0,2023
371,Hans Johansson,Germany,single,1,3,2,6,June,2000,6000,0,2023
372,Ulrike Leroy,Spain,couple,1,2,1,6,June,2000,4000,0,2023
373,Mikhail Zaytsev,Russia,couple,1,4,2,3,March,2000,8000,0,2023
374,Igor Golubev,Russia,family,1,3,1,9,September,2000,6000,0,2023
375,Philippe Martinez,Germany,family,1,13,4,6,June,2000,26000,0,2023
376,Lars Rossi,Czech Republic,couple,1,5,3,1,January,2000,5000,1,2023
377,Ingrid Ricci,Sweden,family,1,4,4,9,September,2000,8000,0,2023
378,Pierre Andersson,France,couple,1,2,0,7,July,2000,4000,0,2023
379,Tatiana Kuznetsov,Russia,family,1,1,0,3,March,2000,2000,0,2023
380,Ingrid Dubois,Spain,couple,1,14,3,5,May,2000,28000,0,2023
381,Marco Wagner,Sweden,couple,1,1,0,6,June,2000,2000,0,2023
382,Svetlana Petrov,Russia,family,3,7,4,6,June,2000,42000,0,2023
383,Marco Bakker,Netherlands,couple,1,6,0,10,October,2000,6000,1,2023
384,Irina Volkov,Russia,couple,2,4,1,7,July,2000,16000,0,2023
385,Nils Robert,Italy,couple,1,11,2,7,July,2000,22000,0,2023
386,Thomas Janssen,Czech Republic,couple,2,8,3,9,September,2000,32000,0,2023
387,Lars Karlsson,Czech Republic,single,1,1,0,10,October,2000,2000,0,2023
388,Sergei Kuznetsov,Russia,family,1,4,4,11,November,2000,8000,0,2023
389,Lars Esposito,France,couple,1,6,1,8,August,2000,12000,0,2023
390,Erik Andersson,Sweden,couple,1,4,2,12,December,2000,8000,0,2023
391,Petra Bakker,Sweden,couple,1,7,0,8,August,2000,14000,0,2023
392,Boris Petrov,Russia,family,2,8,0,10,October,2000,32000,0,2023
393,Olga Solovyov,Russia,couple,1,3,1,1,January,2000,6000,0,2023
394,Eva Ricci,Italy,couple,1,6,4,11,November,2000,12000,0,2023
395,Thomas Jansen,Germany,single,1,4,1,4,April,2000,8000,0,2023
396,Anastasia Petrov,Russia,family,2,2,1,5,May,2000,8000,0,2023
397,Chiara de Jong,Finland,couple,2,2,0,10,October,2000,8000,0,2023
398,Igor Solovyov,Russia,single,1,2,2,8,August,2000,4000,0,2023
399,Giulia Karlsson,Denmark,couple,1,5,3,8,August,2000,10000,0,2023
400,Jose Bernard,France,couple,1,2,1,7,July,2000,4000,0,2023
401,Carlos Thomas,Sweden,couple,1,2,1,10,October,2000,4000,0,2023
402,Anna de Vries,Germany,couple,1,2,0,1,January,2000,4000,0,2023
403,Lisa Russo,Netherlands,single,1,9,0,5,May,2000,9000,1,2023
404,Tatiana Semenov,Russia,family,2,1,0,10,October,2000,4000,0,2023
405,Ingrid Sanchez,Sweden,family,1,11,3,8,August,2000,22000,0,2023
406,Larisa Solovyov,Russia,couple,2,9,1,3,March,2000,36000,0,2023
407,Anna Janssen,Norway,single,1,2,2,11,November,2000,4000,0,2023
408,Nathalie Bianchi,Germany,single,1,8,3,12,December,2000,16000,0,2023
409,Catherine Meyer,France,couple,2,4,1,8,August,2000,16000,0,2023
410,Viktor Vasiliev,Russia,family,1,5,3,10,October,2000,10000,0,2023
411,Catherine Martinez,Spain,couple,2,2,0,9,September,2000,8000,0,2023
412,Piet Johansson,Germany,family,1,7,3,2,February,2000,14000,0,2023
413,Eva Garcia,France,couple,1,1,0,2,February,2000,2000,0,2023
414,Antonio Schmidt,France,couple,2,1,0,11,November,2000,4000,0,2023
415,Carmen Bianchi,Netherlands,family,1,7,0,11,November,2000,14000,0,2023
416,Jean de Jong,Netherlands,family,1,3,0,5,May,2000,6000,0,2023
417,Philippe Colombo,Sweden,couple,2,1,0,2,February,2000,4000,0,2023
418,Sylvie Romano,Germany,single,1,3,3,5,May,2000,6000,0,2023
419,Nathalie Andersson,France,couple,1,1,0,8,August,2000,2000,0,2023
420,Lars Russo,Norway,couple,1,9,0,5,May,2000,18000,0,2023
421,Olga Petrov,Russia,family,2,12,1,6,June,2000,48000,0,2023
422,Lucia Robert,France,single,1,13,0,4,April,2000,26000,0,2023
423,Anna Leroy,Spain,couple,1,8,0,4,April,2000,16000,0,2023
424,Katarina Zaytsev,Russia,couple,1,5,2,12,December,2000,10000,0,2023
425,Jan Leroy,Denmark,single,1,6,0,5,May,2000,6000,1,2023
426,Lars Sanchez,Germany,couple,2,7,1,8,August,2000,14000,1,2023
427,Lisa de Jong,France,couple,1,3,1,7,July,2000,6000,0,2023
428,Manuel Schmidt,France,couple,1,2,1,9,September,2000,4000,0,2023
429,Dmitri Novikov,Russia,couple,1,10,3,10,October,2000,20000,0,2023
430,Sergei Volkov,Russia,family,1,3,3,12,December,2000,6000,0,2023
431,Lars Leroy,Poland,family,2,14,0,4,April,2000,56000,0,2023
432,Marco Eriksson,Denmark,single,1,2,1,12,December,2000,4000,0,2023
433,Kees Ricci,Sweden,family,3,13,4,11,November,2000,39000,1,2023
434,Ana van Dijk,Germany,family,2,2,1,8,August,2000,8000,0,2023
435,Natasha Petrov,Russia,couple,1,4,0,10,October,2000,8000,0,2023
436,Carlos van Dijk,Germany,couple,2,1,1,5,May,2000,4000,0,2023
437,Antonio Colombo,Netherlands,single,1,3,0,6,June,2000,6000,0,2023
438,Larisa Kozlov,Russia,family,1,14,1,12,December,2000,28000,0,2023
439,Marco Rossi,Netherlands,couple,1,7,2,2,February,2000,14000,0,2023
440,Marie Becker,Germany,couple,2,3,0,5,May,2000,12000,0,2023
441,Pavel Morozov,Russia,single,1,11,3,1,January,2000,22000,0,2023
442,Petra van den Berg,Netherlands,couple,2,1,1,5,May,2000,2000,1,2023
443,Astrid Olsson,Italy,couple,1,4,1,10,October,2000,8000,0,2023
444,Jean Robert,France,family,2,3,1,9,September,2000,12000,0,2023
445,Philippe Sanchez,France,couple,1,2,2,7,July,2000,4000,0,2023
446,Nathalie Janssen,Spain,couple,1,10,0,6,June,2000,20000,0,2023
447,Astrid de Vries,Norway,couple,1,8,1,10,October,2000,16000,0,2023
448,Anna Ferrari,France,single,1,2,0,1,January,2000,4000,0,2023
449,Ingrid Robert,Netherlands,single,1,3,1,5,May,2000,6000,0,2023
450,Vladimir Lebedev,Russia,couple,1,3,3,1,January,2000,6000,0,2023
451,Giulia Thomas,Poland,couple,1,7,4,9,September,2000,14000,0,2023
452,Marco Mueller,Denmark,family,1,2,0,5,May,2000,2000,1,2023
453,Nils van den Berg,Sweden,family,2,3,0,3,March,2000,12000,0,2023
454,Sabine Russo,France,family,1,2,1,7,July,2000,2000,1,2023
455,Boris Ivanov,Russia,couple,1,2,0,3,March,2000,4000,0,2023
456,Jan Ferrari,Sweden,family,1,13,1,8,August,2000,26000,0,2023
457,Lars Martin,France,family,2,7,0,4,April,2000,28000,0,2023
458,Maria Kuznetsov,Russia,couple,1,13,2,3,March,2000,26000,0,2023
459,Andreas Bakker,Spain,couple,1,2,1,3,March,2000,4000,0,2023
460,Isabelle Sanchez,Netherlands,couple,1,9,1,8,August,2000,18000,0,2023
461,Maria Vasiliev,Russia,couple,1,7,0,12,December,2000,14000,0,2023
462,Antonio Thomas,France,family,2,1,1,8,August,2000,2000,1,2023
463,Boris Kozlov,Russia,family,2,6,3,5,May,2000,24000,0,2023
464,Ana Becker,Spain,family,1,5,2,10,October,2000,5000,1,2023
465,Thomas Rodriguez,Spain,couple,1,2,1,6,June,2000,4000,0,2023
466,Carmen Weber,France,family,1,10,4,2,February,2000,20000,0,2023
467,Piet Karlsson,Germany,couple,1,3,1,4,April,2000,6000,0,2023
468,Erik Fischer,Czech Republic,family,2,1,0,6,June,2000,4000,0,2023
469,Mikhail Popov,Russia,couple,1,3,0,1,January,2000,6000,0,2023
470,Piet Esposito,Poland,single,1,4,3,6,June,2000,8000,0,2023
471,Anna Leroy,Netherlands,couple,1,3,2,7,July,2000,6000,0,2023
472,Petra van Dijk,Netherlands,couple,1,6,1,7,July,2000,12000,0,2023
473,Katarina Vinogradov,Russia,family,1,1,1,6,June,2000,2000,0,2023
474,Anna Johansson,Italy,couple,1,3,2,8,August,2000,6000,0,2023
475,Marie de Vries,Italy,couple,1,5,4,3,March,2000,10000,0,2023
476,Alessia Lopez,France,couple,1,12,4,4,April,2000,24000,0,2023
477,Manuel Esposito,Netherlands,couple,1,1,1,11,November,2000,2000,0,2023
478,Kees Fernandez,Finland,couple,1,5,0,7,July,2000,10000,0,2023
479,Marco Bakker,Germany,family,1,8,3,6,June,2000,16000,0,2023
480,Tatiana Ivanov,Russia,couple,1,6,1,8,August,2000,12000,0,2023
481,Emma Wagner,Spain,family,1,11,0,4,April,2000,22000,0,2023
482,Pavel Sokolov,Russia,single,1,4,2,4,April,2000,8000,0,2023
483,Sylvie Eriksson,Italy,couple,1,10,2,7,July,2000,20000,0,2023
484,Anna Dubois,Sweden,couple,1,2,2,7,July,2000,4000,0,2023
485,Catherine Thomas,Germany,family,1,4,0,10,October,2000,4000,1,2023
486,Jan Weber,Norway,single,1,8,1,8,August,2000,16000,0,2023
487,Pierre Mueller,Netherlands,couple,1,6,4,9,September,2000,12000,0,2023
488,Chiara Lopez,France,family,1,2,1,7,July,2000,4000,0,2023
489,Lars Andersson,France,family,1,8,1,6,June,2000,8000,1,2023
490,Maria Novikov,Russia,couple,1,12,1,10,October,2000,24000,0,2023
491,Klaus Durand,Spain,single,1,2,2,7,July,2000,4000,0,2023
492,Isabelle Ferrari,Germany,couple,2,8,4,5,May,2000,32000,0,2023
493,Lars Martinez,France,family,2,1,0,2,February,2000,4000,0,2023
494,Thomas Larsson,Germany,couple,1,10,3,10,October,2000,20000,0,2023
495,Marie Rossi,France,couple,1,6,4,9,September,2000,12000,0,2023
496,Karin Karlsson,France,couple,1,10,4,9,September,2000,20000,0,2023
497,Svetlana Sokolov,Russia,single,1,1,0,9,September,2000,2000,0,2023
498,Katarina Kuznetsov,Russia,couple,1,1,1,7,July,2000,2000,0,2023
499,Olga Lebedev,Russia,couple,1,2,2,7,July,2000,4000,0,2023
500,Lisa Bernard,France,couple,1,7,0,4,April,2000,14000,0,2023
501,Nathalie Bernard,Italy,couple,1,12,0,7,July,2000,12000,1,2023
502,Thomas Fischer,France,family,1,1,1,10,October,2000,2000,0,2023
503,Pierre Esposito,France,couple,1,8,0,8,August,2000,16000,0,2023
504,Anna Bakker,Denmark,couple,1,10,3,8,August,2000,20000,0,2023
505,Isabelle Lopez,France,family,1,1,1,9,September,2000,2000,0,2023
506,Igor Vasiliev,Russia,family,2,4,4,6,June,2000,16000,0,2023
507,Vladimir Volkov,Russia,couple,1,1,1,5,May,2000,2000,0,2023
508,Nathalie Jansen,Poland,single,1,6,4,6,June,2000,12000,0,2023
509,Pilar de Jong,Czech Republic,couple,2,1,0,4,April,2000,4000,0,2023
510,Manuel Meyer,Germany,single,1,3,2,5,May,2000,6000,0,2023
511,Anna Schneider,Germany,family,1,9,0,5,May,2000,18000,0,2023
512,Katarina Morozov,Russia,single,1,1,1,9,September,2000,2000,0,2023
513,Anna Rossi,Sweden,family,2,4,0,1,January,2000,16000,0,2023
514,Hans Meyer,Netherlands,couple,1,3,1,9,September,2000,3000,1,2023
515,Marie Larsson,Netherlands,couple,1,10,4,7,July,2000,20000,0,2023
516,Piet Janssen,Germany,couple,1,3,3,5,May,2000,6000,0,2023
517,Alexei Kozlov,Russia,couple,2,4,0,7,July,2000,16000,0,2023
518,Piet Schneider,France,couple,2,3,1,8,August,2000,12000,0,2023
519,Astrid Thomas,Finland,couple,1,2,0,8,August,2000,4000,0,2023
520,Ana de Vries,Italy,couple,1,9,3,6,June,2000,9000,1,2023
521,Lisa Lopez,Sweden,family,2,1,1,1,January,2000,4000,0,2023
522,Viktor Volkov,Russia,family,1,5,1,9,September,2000,10000,0,2023
523,Svetlana Solovyov,Russia,couple,1,3,0,10,October,2000,6000,0,2023
524,Maria Smirnov,Russia,couple,1,1,1,11,November,2000,1000,1,2023
525,Ana Colombo,Sweden,couple,1,4,4,5,May,2000,4000,1,2023
526,Chiara Romano,Denmark,family,1,1,1,8,August,2000,2000,0,2023
527,Anastasia Kuznetsov,Russia,family,2,8,2,1,January,2000,16000,1,2023
528,Pierre Romano,France,couple,1,1,0,9,September,2000,2000,0,2023
529,Chiara Olsson,Netherlands,couple,1,5,2,11,November,2000,10000,0,2023
530,Carmen Ferrari,Italy,couple,2,14,3,10,October,2000,56000,0,2023
531,Eva Rodriguez,Finland,couple,2,9,2,8,August,2000,36000,0,2023
532,Astrid van Dijk,Finland,single,1,4,0,8,August,2000,4000,1,2023
533,Boris Vasiliev,Russia,couple,1,9,0,3,March,2000,18000,0,2023
534,Anna Bianchi,France,couple,2,1,1,8,August,2000,4000,0,2023
535,Viktor Morozov,Russia,couple,1,6,2,8,August,2000,6000,1,2023
536,Petra Rodriguez,Denmark,couple,2,6,1,9,September,2000,24000,0,2023
537,Isabel Mueller,Italy,family,1,2,0,7,July,2000,4000,0,2023
538,Eva van den Berg,Denmark,couple,1,10,2,9,September,2000,20000,0,2023
539,Jose Gonzalez,Sweden,family,1,11,0,6,June,2000,22000,0,2023
540,Boris Sokolov,Russia,couple,1,13,0,8,August,2000,26000,0,2023
541,Lucia Ricci,Germany,couple,1,3,1,4,April,2000,6000,0,2023
542,Emma de Jong,Germany,single,1,1,0,7,July,2000,1000,1,2023
543,Larisa Ivanov,Russia,single,1,1,0,9,September,2000,2000,0,2023
544,Philippe Russo,Germany,couple,1,2,0,5,May,2000,4000,0,2023
545,Jan Martin,Poland,single,1,11,1,5,May,2000,22000,0,2023
546,Vladimir Vasiliev,Russia,single,1,4,2,7,July,2000,8000,0,2023
547,Maria Kuznetsov,Russia,couple,1,1,0,1,January,2000,2000,0,2023
548,Hans Karlsson,Norway,couple,2,3,2,2,February,2000,12000,0,2023
549,Anna Leroy,France,family,1,6,0,10,October,2000,12000,0,2023
550,Nils Dubois,Italy,family,3,10,3,1,January,2000,60000,0,2023
551,Marco van Dijk,France,couple,1,6,3,5,May,2000,12000,0,2023
552,Andreas van Dijk,France,couple,1,8,4,10,October,2000,16000,0,2023
553,Chiara Meyer,France,family,1,10,3,12,December,2000,10000,1,2023
554,Marie Becker,Netherlands,couple,1,10,4,4,April,2000,20000,0,2023
555,Larisa Kuznetsov,Russia,family,1,12,0,9,September,2000,24000,0,2023
556,Lisa Bernard,Finland,family,1,7,4,9,September,2000,14000,0,2023
557,Carmen Ferrari,Spain,couple,1,10,3,1,January,2000,20000,0,2023
558,Isabel Russo,Sweden,couple,1,1,0,7,July,2000,2000,0,2023
559,Chiara Sanchez,Germany,couple,2,12,2,4,April,2000,24000,1,2023
560,Ana Leroy,France,couple,1,1,1,9,September,2000,2000,0,2023
561,Jose van Dijk,Netherlands,family,1,7,1,3,March,2000,14000,0,2023
562,Mikhail Volkov,Russia,couple,1,5,0,6,June,2000,10000,0,2023
563,Pavel Vinogradov,Russia,couple,1,10,0,10,October,2000,20000,0,2023
564,Natasha Popov,Russia,couple,1,1,0,9,September,2000,1000,1,2023
565,Dmitri Kozlov,Russia,family,2,5,1,6,June,2000,20000,0,2023
566,Katarina Morozov,Russia,family,1,6,4,10,October,2000,6000,1,2023
567,Karin Jansen,Germany,couple,1,3,3,9,September,2000,6000,0,2023
568,Nathalie Mueller,Germany,single,1,13,2,8,August,2000,26000,0,2023
569,Isabelle Esposito,Spain,single,1,2,1,11,November,2000,4000,0,2023
570,Kees Janssen,Netherlands,couple,1,13,3,8,August,2000,26000,0,2023
571,Eva de Jong,Germany,couple,1,2,1,2,February,2000,4000,0,2023
572,Ulrike Lopez,Germany,couple,2,12,1,11,November,2000,48000,0,2023
573,Olga Zaytsev,Russia,single,1,5,4,6,June,2000,10000,0,2023
574,Elena Morozov,Russia,couple,1,7,1,3,March,2000,14000,0,2023
575,Olga Semenov,Russia,family,2,4,0,8,August,2000,16000,0,2023
576,Alessia Martinez,France,family,2,11,0,6,June,2000,44000,0,2023
577,Giuseppe Robert,Finland,couple,2,9,4,9,September,2000,36000,0,2023
578,Lars Leroy,Germany,couple,1,5,0,3,March,2000,10000,0,2023
579,Piet Garcia,Italy,family,1,7,3,7,July,2000,14000,0,2023
580,Marie Gonzalez,Norway,couple,1,3,1,5,May,2000,6000,0,2023
581,Klaus Bianchi,Sweden,family,1,5,4,3,March,2000,5000,1,2023
582,Maria Volkov,Russia,single,1,5,0,8,August,2000,10000,0,2023
583,Alessia Eriksson,Norway,couple,2,8,4,4,April,2000,32000,0,2023
584,Karin Nilsson,Sweden,single,1,8,1,2,February,2000,16000,0,2023
585,Ulrike de Jong,Spain,couple,1,5,0,3,March,2000,10000,0,2023
586,Klaus Martin,Denmark,family,1,11,0,5,May,2000,22000,0,2023
587,Natasha Golubev,Russia,couple,1,9,4,7,July,2000,18000,0,2023
588,Antonio Wagner,Sweden,couple,1,1,0,11,November,2000,2000,0,2023
589,Manuel Wagner,Italy,single,1,4,3,4,April,2000,8000,0,2023
590,Lucia Martinez,Italy,couple,2,9,3,3,March,2000,36000,0,2023
591,Andreas Bernard,Finland,couple,1,3,3,8,August,2000,3000,1,2023
592,Katarina Popov,Russia,couple,1,11,1,2,February,2000,22000,0,2023
593,Thomas Sanchez,France,couple,1,1,0,5,May,2000,2000,0,2023
594,Viktor Morozov,Russia,family,1,2,0,8,August,2000,4000,0,2023
595,Emma Olsson,Germany,family,1,2,1,10,October,2000,2000,1,2023
596,Valentina Nilsson,Denmark,couple,1,3,1,5,May,2000,6000,0,2023
597,Anna Romano,Sweden,couple,1,11,4,1,January,2000,11000,1,2023
598,Olga Volkov,Russia,single,1,8,1,10,October,2000,16000,0,2023
599,Giuseppe Karlsson,France,couple,1,2,2,7,July,2000,4000,0,2023
600,Nils de Jong,Netherlands,couple,1,2,2,5,May,2000,4000,0,2023
601,Pilar Schneider,Sweden,family,1,8,2,6,June,2000,16000,0,2023
602,Emma Weber,Czech Republic,single,1,4,1,3,March,2000,4000,1,2023
603,Sergei Novikov,Russia,couple,1,2,2,6,June,2000,4000,0,2023
604,Sergei Smirnov,Russia,couple,1,11,0,8,August,2000,22000,0,2023
605,Carlos Wagner,Sweden,single,1,1,1,3,March,2000,2000,0,2023
606,Igor Vasiliev,Russia,family,3,1,1,4,April,2000,6000,0,2023
607,Nikolai Novikov,Russia,family,1,3,2,6,June,2000,6000,0,2023
608,Hans Schneider,Italy,single,1,8,1,7,July,2000,16000,0,2023
609,Giuseppe Fischer,Poland,couple,1,7,3,6,June,2000,14000,0,2023
610,Isabelle Colombo,Sweden,couple,1,9,4,2,February,2000,18000,0,2023
611,Elena Solovyov,Russia,couple,1,2,1,9,September,2000,4000,0,2023
612,Ulrike Leroy,France,couple,1,3,1,7,July,2000,6000,0,2023
613,Natasha Solovyov,Russia,couple,2,4,0,4,April,2000,16000,0,2023
614,Piet Larsson,France,couple,1,1,0,5,May,2000,2000,0,2023
615,Nikolai Volkov,Russia,family,1,3,2,5,May,2000,6000,0,2023
616,Jean Meyer,France,couple,1,9,0,7,July,2000,18000,0,2023
617,Tatiana Volkov,Russia,couple,1,1,1,4,April,2000,2000,0,2023
618,Emma Larsson,Czech Republic,single,1,14,2,3,March,2000,28000,0,2023
619,Catherine de Jong,Netherlands,couple,1,14,1,6,June,2000,28000,0,2023
620,Kees Bernard,Italy,couple,1,6,4,6,June,2000,12000,0,2023
621,Sergei Vasiliev,Russia,single,1,5,1,4,April,2000,10000,0,2023
622,Sophie Rossi,France,single,1,6,4,9,September,2000,12000,0,2023
623,Jose Rossi,Norway,single,1,1,1,2,February,2000,1000,1,2023
624,Alexei Vasiliev,Russia,single,1,10,1,9,September,2000,20000,0,2023
625,Vladimir Semenov,Russia,couple,1,1,1,8,August,2000,2000,0,2023
626,Pierre Weber,Spain,family,1,1,1,4,April,2000,2000,0,2023
627,Manuel Colombo,Netherlands,single,1,14,1,7,July,2000,28000,0,2023
628,Svetlana Novikov,Russia,single,1,5,0,4,April,2000,10000,0,2023
629,Sophie Fernandez,Spain,couple,1,1,0,8,August,2000,2000,0,2023
630,Lars Rossi,Germany,family,1,1,0,7,July,2000,2000,0,2023
631,Larisa Novikov,Russia,couple,1,11,3,3,March,2000,22000,0,2023
632,Michel Garcia,Czech Republic,family,2,14,0,5,May,2000,56000,0,2023
633,Ana Wagner,Italy,couple,1,7,2,11,November,2000,14000,0,2023
634,Sergei Volkov,Russia,couple,1,6,0,8,August,2000,12000,0,2023
635,Piet Colombo,Germany,single,1,1,0,6,June,2000,2000,0,2023
636,Piet Ferrari,Germany,family,2,2,1,3,March,2000,8000,0,2023
637,Lars Ferrari,Netherlands,couple,1,1,0,9,September,2000,2000,0,2023
638,Hans Eriksson,Sweden,family,1,9,1,7,July,2000,18000,0,2023
639,Irina Kozlov,Russia,single,1,2,2,2,February,2000,4000,0,2023
640,Andreas Bakker,Poland,couple,1,1,1,7,July,2000,2000,0,2023
641,Erik Fischer,Germany,couple,1,6,4,8,August,2000,12000,0,2023
642,Anna de Jong,Netherlands,couple,1,5,3,9,September,2000,10000,0,2023
643,Isabelle Durand,France,family,2,2,0,5,May,2000,8000,0,2023
644,Anna Colombo,Italy,family,1,1,1,7,July,2000,2000,0,2023
645,Marie Karlsson,Germany,couple,1,6,2,7,July,2000,12000,0,2023
646,Pavel Vinogradov,Russia,couple,2,1,0,4,April,2000,4000,0,2023
647,Sylvie Larsson,Italy,couple,1,13,2,3,March,2000,26000,0,2023
648,Mikhail Kuznetsov,Russia,family,3,7,3,5,May,2000,21000,1,2023
649,Boris Novikov,Russia,couple,1,8,0,12,December,2000,16000,0,2023
650,Karin Lopez,Finland,couple,1,3,0,4,April,2000,6000,0,2023
651,Klaus Janssen,Italy,family,1,1,0,2,February,2000,2000,0,2023
652,Elena Popov,Russia,couple,1,1,1,6,June,2000,2000,0,2023
653,Anna Ferrari,Denmark,couple,1,6,3,6,June,2000,12000,0,2023
654,Giuseppe Gonzalez,France,family,1,2,1,6,June,2000,4000,0,2023
655,Jean Robert,Italy,couple,1,1,0,8,August,2000,2000,0,2023
656,Sabine van den Berg,Italy,couple,1,1,1,10,October,2000,2000,0,2023
657,Giulia de Vries,Germany,family,1,1,0,7,July,2000,2000,0,2023
658,Natasha Kozlov,Russia,family,1,10,3,8,August,2000,20000,0,2023
659,Pierre Rossi,Germany,couple,1,2,1,6,June,2000,4000,0,2023
660,Ana Ferrari,Sweden,family,1,12,0,5,May,2000,12000,1,2023
661,Emma Romano,Germany,couple,1,8,2,7,July,2000,16000,0,2023
662,Petra Martinez,Finland,couple,1,8,2,5,May,2000,16000,0,2023
663,Dmitri Popov,Russia,couple,1,3,1,8,August,2000,6000,0,2023
664,Sergei Volkov,Russia,couple,2,3,0,11,November,2000,12000,0,2023
665,Olga Petrov,Russia,couple,1,2,1,9,September,2000,4000,0,2023
666,Anna Rodriguez,Sweden,couple,1,5,2,11,November,2000,10000,0,2023
667,Andreas Rossi,Italy,couple,1,5,4,9,September,2000,10000,0,2023
668,Pilar Becker,Sweden,couple,2,4,1,2,February,2000,16000,0,2023
669,Larisa Petrov,Russia,single,1,2,2,7,July,2000,4000,0,2023
670,Erik Larsson,Norway,family,2,2,1,3,March,2000,8000,0,2023
671,Viktor Golubev,Russia,single,1,5,4,12,December,2000,10000,0,2023
672,Alessia Karlsson,Germany,single,1,11,1,3,March,2000,22000,0,2023
673,Giulia Wagner,Spain,single,1,12,0,2,February,2000,24000,0,2023
674,Sergei Zaytsev,Russia,single,1,4,0,3,March,2000,8000,0,2023
675,Hans Johansson,Spain,family,1,12,2,7,July,2000,24000,0,2023
676,Olga Morozov,Russia,couple,1,3,2,6,June,2000,6000,0,2023
677,Emma Durand,Italy,single,1,14,2,12,December,2000,28000,0,2023
678,Lisa Weber,Poland,single,1,4,4,2,February,2000,8000,0,2023
679,Sophie Martinez,Sweden,couple,1,4,3,2,February,2000,8000,0,2023
680,Lars Esposito,Germany,family,3,2,1,12,December,2000,12000,0,2023
681,Lisa Gonzalez,France,couple,1,5,2,5,May,2000,10000,0,2023
682,Petra Martin,France,couple,2,8,4,3,March,2000,16000,1,2023
683,Klaus Schneider,Denmark,couple,1,6,3,12,December,2000,12000,0,2023
684,Marco de Jong,Spain,couple,1,1,0,7,July,2000,2000,0,2023
685,Igor Kuznetsov,Russia,couple,1,2,2,6,June,2000,4000,0,2023
686,Catherine van den Berg,Germany,couple,1,1,0,4,April,2000,2000,0,2023
687,Mikhail Volkov,Russia,single,1,9,2,5,May,2000,18000,0,2023
688,Jose Ricci,Italy,couple,1,5,4,9,September,2000,10000,0,2023
689,Eva Olsson,France,single,1,2,0,2,February,2000,4000,0,2023
690,Olga Solovyov,Russia,couple,1,11,4,9,September,2000,22000,0,2023
691,Kees Bernard,Italy,family,1,4,2,8,August,2000,8000,0,2023
692,Chiara Nilsson,France,couple,2,2,0,7,July,2000,8000,0,2023
693,Ingrid de Jong,Italy,couple,1,8,0,9,September,2000,8000,1,2023
694,Emma Gonzalez,Italy,single,1,2,2,5,May,2000,4000,0,2023
695,Nathalie Schneider,Italy,couple,1,9,2,2,February,2000,18000,0,2023
696,Lars Ricci,France,couple,1,3,0,7,July,2000,6000,0,2023
697,Philippe Lopez,Norway,couple,1,2,2,3,March,2000,4000,0,2023
698,Manuel Leroy,France,couple,1,6,4,1,January,2000,12000,0,2023
699,Elena Kuznetsov,Russia,single,1,6,0,3,March,2000,12000,0,2023
700,Erik Ricci,Denmark,single,1,2,0,8,August,2000,4000,0,2023
701,Pilar Nilsson,Netherlands,family,1,3,2,8,August,2000,6000,0,2023
702,Elena Ivanov,Russia,couple,1,10,0,3,March,2000,20000,0,2023
703,Irina Kozlov,Russia,single,1,13,1,7,July,2000,26000,0,2023
704,Michel Becker,France,couple,1,6,4,4,April,2000,12000,0,2023
705,Jose Meyer,Germany,single,1,8,0,5,May,2000,16000,0,2023
706,Eva Petit,Denmark,family,1,13,2,9,September,2000,13000,1,2023
707,Lisa Karlsson,Germany,family,1,5,2,10,October,2000,10000,0,2023
708,Anna Schmidt,Norway,family,2,1,1,2,February,2000,4000,0,2023
709,Stefan Romano,Germany,single,1,6,2,7,July,2000,12000,0,2023
710,Catherine Martin,Germany,family,2,1,1,2,February,2000,4000,0,2023
711,Svetlana Sokolov,Russia,family,2,2,1,10,October,2000,8000,0,2023
712,Thomas van Dijk,Netherlands,family,2,2,2,8,August,2000,8000,0,2023
713,Philippe Janssen,Norway,family,1,1,0,3,March,2000,2000,0,2023
714,Philippe Durand,Italy,single,1,7,0,5,May,2000,14000,0,2023
715,Antonio Bernard,Sweden,family,3,12,2,10,October,2000,72000,0,2023
716,Karin Andersson,Spain,couple,2,7,1,6,June,2000,28000,0,2023
717,Alexei Kozlov,Russia,family,2,6,2,8,August,2000,24000,0,2023
